project,log_name,analysis_file,analysis_link,run_type,target,users,uses_table_from_file,population_nodes,uses_dummy_tables_flag,nextgen_tomw2_exit_code,nextgen_tomw2_overall_sec,nextgen_tomw3_exit_code,nextgen_tomw3_overall_sec,legacy_exit_code,legacy_overall_sec,nextgen_exit_code,nextgen_overall_sec,nextgen_old_exit_code,nextgen_old_overall_sec,legacy_batch0_found,legacy_batch0_raw_sec,legacy_batch0_populate_sec,legacy_batch0_engine_sec,legacy_batch0_accumulate_sec,legacy_batch0_total_sec,legacy_batch0_dps,nextgen_batch_improvement,found_diff_pct,tomw_improvements_batch0,tomw_improvements_batch1,tomw2_found_improvement,tomw3_improvements_batch0,tomw3_improvements_batch1,nextgen_batch0_found,nextgen_batch0_raw_sec,nextgen_batch0_populate_sec,nextgen_batch0_engine_sec,nextgen_batch0_accumulate_sec,nextgen_batch0_total_sec,nextgen_batch0_dps,nextgen_batch1_found,nextgen_batch1_raw_sec,nextgen_batch1_populate_sec,nextgen_batch1_engine_sec,nextgen_batch1_accumulate_sec,nextgen_batch1_total_sec,nextgen_batch1_dps,nextgen_tomw2_batch0_found,nextgen_tomw2_batch0_raw_sec,nextgen_tomw2_batch0_populate_sec,nextgen_tomw2_batch0_engine_sec,nextgen_tomw2_batch0_accumulate_sec,nextgen_tomw2_batch0_total_sec,nextgen_tomw2_batch0_dps,nextgen_tomw2_batch1_found,nextgen_tomw2_batch1_raw_sec,nextgen_tomw2_batch1_populate_sec,nextgen_tomw2_batch1_engine_sec,nextgen_tomw2_batch1_accumulate_sec,nextgen_tomw2_batch1_total_sec,nextgen_tomw2_batch1_dps,nextgen_tomw3_batch0_found,nextgen_tomw3_batch0_raw_sec,nextgen_tomw3_batch0_populate_sec,nextgen_tomw3_batch0_engine_sec,nextgen_tomw3_batch0_accumulate_sec,nextgen_tomw3_batch0_total_sec,nextgen_tomw3_batch0_dps,nextgen_tomw3_batch1_found,nextgen_tomw3_batch1_raw_sec,nextgen_tomw3_batch1_populate_sec,nextgen_tomw3_batch1_engine_sec,nextgen_tomw3_batch1_accumulate_sec,nextgen_tomw3_batch1_total_sec,nextgen_tomw3_batch1_dps,nextgen_old_batch0_found,nextgen_old_batch0_raw_sec,nextgen_old_batch0_populate_sec,nextgen_old_batch0_engine_sec,nextgen_old_batch0_accumulate_sec,nextgen_old_batch0_total_sec,nextgen_old_batch0_dps,nextgen_old_batch1_found,nextgen_old_batch1_raw_sec,nextgen_old_batch1_populate_sec,nextgen_old_batch1_engine_sec,nextgen_old_batch1_accumulate_sec,nextgen_old_batch1_total_sec,nextgen_old_batch1_dps
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_vax_flu.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,3.13,0,3.12,0,0.93,0,7.44,0,6.03,460,0.41,0.1,4.77,0.42,0.93,494.87,-0.71,158.45,-6.56,16.77,-0.1,40.16,-0.08,3968,1.27,0.07,5.01,0.67,7.01,565.99,3940,0.67,0.05,3.81,0.68,5.22,754.97,3962,1.2,0.05,1.91,0.58,3.73,1061.94,3936,0.63,0.05,2.38,0.59,3.65,1079.31,3962,1.2,0.04,2.38,0.57,4.19,944.48,3937,0.63,0.05,2.38,0.59,3.65,1078.2,3976,2.42,0.07,3.1,0.99,6.58,604.36,3960,1.24,0.16,3.81,1.06,6.27,631.55
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_consultation.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.11,0,2.23,0,0.49,0,4.96,0,3.79,2022,0.22,0.02,2.62,0.25,0.49,4141.59,0.47,83.21,14.75,-5.04,0.0,3.44,0.0,4903,0.75,0.07,1.91,0.63,3.36,1460.06,4926,0.38,0.02,2.86,0.56,3.82,1290.1,4903,0.68,0.04,1.43,0.55,2.7,1815.31,4926,0.35,0.02,2.86,0.46,3.68,1336.99,4902,0.72,0.05,1.91,0.57,3.24,1511.84,4926,0.36,0.02,2.15,0.49,3.02,1633.21,4905,0.77,0.06,1.67,1.44,3.94,1245.14,4929,0.44,0.08,2.15,0.97,3.64,1355.98
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_obesity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.8,0,2.82,0,0.54,0,6.33,0,5.61,1823,0.22,0.02,2.62,0.3,0.54,3361.47,0.32,92.35,9.38,56.12,-0.02,19.16,-0.04,4951,0.74,0.07,2.62,1.03,4.47,1108.65,4967,0.37,0.08,2.15,0.72,3.32,1496.43,4944,0.7,0.05,2.15,0.96,3.86,1282.33,4966,0.36,0.07,2.38,0.65,3.46,1433.71,4943,0.71,0.05,1.91,0.95,3.61,1369.26,4965,0.36,0.07,2.62,0.67,3.73,1331.39,4946,0.76,0.06,1.43,2.68,4.93,1003.62,4964,0.41,0.05,5.48,1.62,7.56,656.29
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_imd.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.7,0,2.69,0,0.56,0,6.55,0,5.56,2104,0.22,0.02,3.1,0.31,0.56,3784.32,0.76,79.13,-22.65,-91.22,-0.04,44.55,-0.04,4859,0.77,0.11,4.53,1.01,6.41,757.47,4896,0.39,0.14,5.72,0.71,6.96,703.91,4859,0.7,0.05,1.91,0.88,3.54,1372.32,4894,0.37,0.07,2.38,0.61,3.44,1424.52,4858,0.71,0.05,1.91,0.89,3.56,1365.8,4894,0.38,0.07,2.62,0.58,3.65,1341.14,4856,0.84,0.05,1.67,2.66,5.23,928.49,4893,0.47,0.03,1.67,1.47,3.64,1345.22
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_vax_pneum.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.25,0,2.28,0,0.41,0,5.03,0,4.22,315,0.22,0.02,3.58,0.17,0.41,765.87,0.0,176.29,-11.04,3.1,0.0,37.45,0.0,5000,0.8,0.05,3.81,0.61,5.28,947.22,5000,0.39,0.02,2.62,0.58,3.61,1383.58,5000,0.75,0.05,1.91,0.59,3.29,1517.54,5000,0.36,0.02,2.38,0.46,3.22,1552.24,5000,0.76,0.05,1.91,0.59,3.3,1514.31,5000,0.36,0.02,3.81,0.48,4.68,1068.2,5000,0.89,0.06,2.15,1.66,4.75,1051.8,5000,0.49,0.07,2.15,1.02,3.73,1340.72
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_vax_pneum.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.23,0,2.23,0,0.41,0,4.92,0,3.95,306,0.23,0.02,3.58,0.17,0.41,737.56,0.0,176.93,-46.45,6.94,0.0,45.51,0.0,5000,0.78,0.06,4.53,0.65,6.02,830.31,5000,0.37,0.02,3.81,0.5,4.7,1063.37,5000,0.73,0.05,3.81,0.6,5.19,963.3,5000,0.35,0.02,3.81,0.47,4.65,1075.5,5000,0.74,0.04,1.91,0.59,3.28,1523.73,5000,0.36,0.02,1.91,0.46,2.74,1821.82,5000,0.84,0.06,1.67,1.54,4.11,1216.0,5000,0.45,0.07,3.58,0.95,5.05,989.56
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_apc_acscs.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.28,0,2.17,0,0.49,0,4.71,0,3.93,2104,0.22,0.02,2.15,0.25,0.49,4295.57,0.76,79.13,22.71,36.06,-0.04,30.05,-0.04,4859,0.73,0.07,2.86,0.59,4.25,1144.53,4896,0.37,0.02,2.38,0.48,3.25,1505.83,4859,0.73,0.05,3.1,0.56,4.43,1095.71,4894,0.37,0.02,2.62,0.54,3.55,1380.17,4858,0.71,0.04,1.67,0.54,2.97,1635.96,4894,0.36,0.02,2.15,0.47,2.99,1636.54,4856,0.82,0.06,3.1,1.51,5.49,884.09,4893,0.46,0.07,3.58,0.97,5.08,962.31
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_smoking.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.22,0,2.19,0,0.48,0,4.9,0,3.77,1823,0.22,0.02,3.1,0.23,0.48,3834.78,0.32,92.35,18.63,25.41,-0.02,-22.88,-0.04,4951,0.73,0.05,2.38,0.62,3.79,1305.58,4967,0.37,0.02,2.86,0.51,3.76,1320.35,4944,0.7,0.05,3.34,0.59,4.68,1056.46,4966,0.36,0.02,3.81,0.48,4.67,1062.79,4943,0.7,0.05,3.34,0.58,4.66,1060.73,4965,0.35,0.02,2.38,0.48,3.23,1535.45,4946,0.75,0.06,2.38,1.46,4.66,1061.29,4964,0.41,0.08,3.58,0.98,5.04,984.25
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_smoking.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.24,0,2.27,0,0.51,0,4.9,0,4.28,2201,0.24,0.02,3.34,0.25,0.51,4321.4,0.49,72.83,1.83,7.85,0.0,12.17,0.02,4722,0.77,0.06,3.1,0.63,4.56,1036.43,4745,0.38,0.02,3.34,0.52,4.26,1114.9,4722,0.73,0.05,1.91,0.57,3.24,1455.52,4745,0.37,0.02,2.38,0.49,3.26,1453.92,4721,0.74,0.05,2.62,0.59,4.0,1179.84,4746,0.39,0.02,5.25,0.46,6.11,776.47,4713,0.95,0.05,2.15,1.49,4.64,1015.54,4747,0.61,0.08,2.86,1.07,4.62,1027.77
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_apc_all.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.13,0,2.14,0,0.47,0,4.84,0,3.87,2104,0.22,0.02,4.05,0.23,0.47,4476.3,0.76,79.13,25.38,30.6,-0.04,-10.96,-0.04,4859,0.76,0.07,2.15,0.55,3.53,1377.66,4896,0.37,0.02,2.15,0.49,3.03,1616.96,4859,0.7,0.05,2.15,0.56,3.45,1406.6,4894,0.35,0.02,2.15,0.44,2.95,1659.43,4858,0.71,0.04,2.62,0.53,3.91,1241.35,4894,0.36,0.02,2.38,0.45,3.21,1524.68,4856,0.81,0.05,2.38,1.48,4.73,1027.31,4893,0.46,0.07,2.86,0.97,4.36,1121.41
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_apc_all.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.1,0,2.15,0,0.49,0,4.67,0,3.85,2022,0.23,0.02,3.81,0.24,0.49,4095.54,0.47,83.21,1.27,22.68,0.0,0.82,0.0,4903,0.71,0.05,2.38,0.56,3.71,1323.07,4926,0.38,0.02,1.91,0.51,2.81,1751.8,4903,0.7,0.04,1.91,0.52,3.18,1543.89,4926,0.36,0.02,1.91,0.44,2.72,1811.01,4902,0.7,0.05,2.38,0.54,3.68,1333.74,4926,0.36,0.02,2.15,0.46,2.99,1649.29,4905,0.77,0.06,1.43,1.5,3.75,1306.79,4929,0.44,0.07,2.15,0.97,3.64,1355.32
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_vax_flu.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,3.04,0,3.06,0,0.97,0,7.13,0,5.35,1280,0.43,0.1,3.81,0.44,0.97,1314.66,-0.83,108.82,12.19,19.58,-0.12,13.49,-0.12,4335,1.22,0.05,2.38,0.63,4.28,1013.09,4299,0.64,0.05,2.62,0.64,3.95,1089.0,4343,1.17,0.04,1.91,0.57,3.69,1175.43,4294,0.6,0.04,3.1,0.56,4.31,996.0,4341,1.17,0.04,1.91,0.58,3.7,1172.66,4294,0.6,0.04,1.91,0.58,3.13,1371.91,4297,1.97,0.07,1.91,0.92,4.87,881.78,4298,1.14,0.15,2.62,1.0,4.91,875.59
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_age.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,1.54,0,1.58,0,0.38,0,3.63,0,2.07,1823,0.22,0.02,5.01,0.13,0.38,4820.92,0.04,92.56,-27.19,-15.98,-0.24,20.54,-0.24,4964,0.79,0.07,2.86,0.21,3.93,1262.69,4966,0.37,0.02,2.62,0.2,3.21,1548.81,4962,0.73,0.05,3.34,0.18,4.3,1154.7,4954,0.36,0.02,5.01,0.18,5.57,889.69,4962,0.75,0.05,2.15,0.18,3.12,1588.44,4954,0.37,0.02,2.15,0.19,2.73,1815.22,4951,0.81,0.06,1.91,0.32,3.09,1601.86,4967,0.44,0.07,1.91,0.35,2.76,1796.64
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_apc_acscs.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.33,0,2.21,0,0.48,0,4.97,0,4.52,2201,0.22,0.02,2.38,0.25,0.48,4549.1,0.49,72.83,40.72,3.08,0.0,-61.02,0.02,4722,0.81,0.06,1.43,0.61,2.9,1627.26,4745,0.38,0.02,2.62,0.51,3.54,1341.81,4722,0.77,0.05,3.58,0.62,5.01,943.01,4745,0.38,0.02,2.62,0.48,3.5,1354.65,4721,0.74,0.04,3.34,0.55,4.67,1010.35,4746,0.38,0.02,3.1,0.46,3.96,1199.12,4713,0.95,0.05,2.15,1.75,4.89,962.86,4747,0.65,0.03,1.91,1.06,3.65,1301.07
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_vax_covid.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.3,0,2.29,0,0.38,0,5.13,0,4.05,184,0.23,0.02,2.38,0.13,0.38,486.41,0.0,185.8,24.0,14.97,0.0,-65.68,0.0,5000,0.79,0.05,1.67,0.63,3.15,1589.35,5000,0.39,0.02,2.38,0.55,3.34,1496.04,5000,0.75,0.06,2.62,0.59,4.03,1241.71,5000,0.36,0.02,3.1,0.5,3.97,1258.64,5000,0.76,0.05,3.81,0.59,5.21,959.3,5000,0.37,0.02,4.29,0.49,5.17,967.7,5000,0.87,0.06,1.67,1.54,4.14,1207.94,5000,0.5,0.08,2.38,0.97,3.93,1272.08
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_obesity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.85,0,2.85,0,0.57,0,6.68,0,6.35,2201,0.22,0.02,4.05,0.33,0.57,3874.58,0.49,72.83,29.01,25.67,0.0,0.88,0.02,4722,0.8,0.1,2.86,1.09,4.85,974.26,4745,0.41,0.11,3.34,0.72,4.58,1035.42,4722,0.73,0.05,2.15,0.96,3.88,1217.0,4745,0.38,0.07,2.38,0.65,3.49,1360.87,4721,0.74,0.04,3.1,0.92,4.8,982.74,4746,0.43,0.02,3.34,0.68,4.47,1062.91,4713,1.0,0.06,2.86,2.91,6.83,690.29,4747,0.61,0.04,3.81,1.71,6.17,769.95
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_vax_covid.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.28,0,2.24,0,0.39,0,5.05,0,4.06,176,0.23,0.02,2.86,0.14,0.39,450.66,0.0,186.4,-2.34,-46.48,0.0,22.7,0.0,5000,0.78,0.06,3.1,0.61,4.55,1099.55,5000,0.38,0.02,4.77,0.52,5.68,879.65,5000,0.76,0.05,3.58,0.61,4.99,1002.26,5000,0.36,0.02,1.91,0.47,2.76,1812.63,5000,0.74,0.05,2.15,0.58,3.52,1422.37,5000,0.36,0.02,2.15,0.47,3.0,1669.3,5000,0.87,0.06,1.91,1.61,4.44,1125.26,5000,0.47,0.08,2.38,0.95,3.88,1288.48
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_ec_all.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.21,0,2.19,0,0.48,0,4.91,0,4.41,2201,0.22,0.02,2.62,0.24,0.48,4633.4,0.49,72.83,35.07,21.6,0.0,-20.08,0.02,4722,0.78,0.05,1.67,0.58,3.08,1531.41,4745,0.38,0.02,4.05,0.49,4.94,960.29,4722,0.76,0.05,1.67,0.55,3.02,1564.6,4745,0.38,0.02,2.62,0.45,3.47,1369.4,4721,0.74,0.04,2.38,0.53,3.7,1275.02,4746,0.37,0.02,2.38,0.46,3.24,1465.89,4713,0.97,0.06,2.15,1.57,4.75,992.46,4747,0.6,0.08,4.53,1.09,6.3,753.19
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_sex.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,1.6,0,1.62,0,0.39,0,3.67,0,2.69,2201,0.23,0.02,2.62,0.14,0.39,5695.86,0.49,72.83,51.79,18.9,0.0,-44.06,0.02,4722,0.77,0.05,1.67,0.2,2.69,1757.96,4745,0.39,0.02,1.67,0.2,2.28,2084.47,4722,0.74,0.05,1.67,0.18,2.65,1783.68,4745,0.4,0.02,2.15,0.19,2.75,1723.33,4721,0.77,0.04,2.86,0.19,3.87,1220.0,4746,0.39,0.02,3.1,0.19,3.69,1285.5,4713,0.98,0.07,4.05,0.48,5.57,845.97,4747,0.59,0.07,1.67,0.48,2.81,1691.15
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_imd.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.69,0,2.67,0,0.54,0,5.86,0,5.32,1823,0.22,0.02,5.01,0.29,0.54,3386.72,0.32,92.35,13.58,9.44,-0.02,16.52,-0.04,4951,0.72,0.05,3.1,0.93,4.81,1029.72,4967,0.38,0.07,3.58,0.67,4.71,1054.97,4944,0.68,0.04,3.81,0.92,5.46,905.71,4966,0.37,0.09,3.58,0.58,4.61,1077.68,4943,0.7,0.04,2.38,0.89,4.01,1231.45,4965,0.36,0.07,2.38,0.59,3.41,1456.58,4946,0.74,0.05,2.15,2.63,5.56,888.98,4964,0.42,0.03,3.34,1.41,5.2,954.77
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_rurality.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.81,0,2.74,0,0.6,0,6.01,0,6.05,2201,0.22,0.02,3.1,0.36,0.6,3640.73,0.49,72.83,18.2,12.46,0.0,17.75,0.02,4722,0.77,0.08,2.86,0.95,4.65,1014.47,4745,0.41,0.09,3.34,0.61,4.45,1065.4,4722,0.72,0.05,2.86,0.95,4.58,1030.18,4745,0.37,0.07,3.1,0.62,4.16,1140.91,4721,0.73,0.05,2.15,0.9,3.83,1233.18,4746,0.38,0.08,2.38,0.58,3.42,1388.73,4713,0.99,0.06,1.91,2.74,5.69,828.25,4747,0.59,0.03,2.86,1.61,5.09,933.08
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_ec_acscs.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,3.43,0,3.4,0,0.98,0,7.77,0,5.88,2201,0.22,0.02,3.34,0.74,0.98,2242.36,0.49,72.83,34.02,25.71,0.0,-4.54,0.02,4722,0.8,0.02,1.43,1.27,3.52,1340.81,4745,0.39,0.08,2.15,0.95,3.57,1330.46,4722,0.78,0.02,3.58,1.24,5.61,841.67,4745,0.38,0.07,3.1,0.93,4.48,1058.44,4721,0.77,0.02,1.67,1.22,3.68,1282.31,4746,0.37,0.08,1.91,0.92,3.28,1447.84,4713,1.01,0.03,1.91,2.39,5.34,883.03,4747,0.66,0.04,2.38,1.72,4.8,988.87
WinterPressuresDescriptive,generate_cohort_postcovid1.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,1000,ZoeMZou,False,3,False,0,5.28,0,6.0,0,1.33,0,12.15,0,25.47,5000,0.11,0.0,2.86,1.21,1.33,3760.83,0.0,0.0,70.33,63.24,0.0,-76.37,0.0,5000,0.74,0.0,1.43,2.5,4.68,1067.81,5000,0.59,0.0,2.62,1.75,4.96,1007.45,5000,0.72,0.0,1.43,2.31,4.47,1119.39,5000,0.53,0.01,3.1,1.69,5.33,937.95,5000,0.76,0.0,4.77,2.72,8.26,605.42,5000,0.59,0.0,3.34,1.9,5.83,857.4,5000,5.24,0.0,1.67,8.87,15.78,316.85,5000,4.47,0.0,2.15,6.88,13.5,370.37
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_ethnicity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.25,0,2.38,0,0.5,0,5.4,0,3.97,1823,0.22,0.02,2.86,0.26,0.5,3624.5,0.32,92.35,20.33,-37.13,-0.02,-26.28,-0.04,4951,0.71,0.09,1.91,0.68,3.38,1462.83,4967,0.36,0.02,3.81,0.61,4.81,1031.93,4944,0.7,0.02,1.67,0.62,3.01,1643.84,4966,0.34,0.02,2.38,0.53,3.28,1513.98,4943,0.72,0.02,2.86,0.67,4.27,1156.56,4965,0.36,0.02,3.58,0.58,4.53,1096.58,4946,0.78,0.06,1.91,1.5,4.25,1164.28,4964,0.46,0.04,1.91,1.11,3.51,1414.2
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_ethnicity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.36,0,2.32,0,0.52,0,5.21,0,3.93,2022,0.23,0.02,3.58,0.27,0.52,3914.99,0.47,83.21,-22.1,2.92,0.0,39.46,0.0,4903,0.71,0.05,4.05,0.66,5.47,896.41,4926,0.37,0.02,3.1,0.59,4.07,1209.71,4903,0.73,0.02,2.15,0.65,3.54,1384.55,4926,0.36,0.02,2.15,0.57,3.1,1590.41,4902,0.76,0.02,1.91,0.63,3.31,1480.35,4926,0.35,0.02,2.62,0.53,3.53,1396.97,4905,0.77,0.06,2.15,1.51,4.48,1094.98,4929,0.49,0.03,2.62,1.04,4.19,1175.1
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_consultation.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.18,0,2.26,0,0.5,0,4.98,0,4.54,2201,0.22,0.02,2.86,0.26,0.5,4365.42,0.86,72.02,-9.16,-53.15,0.0,16.82,-0.02,4678,0.76,0.05,3.1,0.61,4.52,1035.95,4718,0.39,0.02,5.48,0.52,6.41,735.54,4675,0.72,0.04,2.15,0.56,3.46,1351.81,4718,0.37,0.02,1.91,0.46,2.76,1710.75,4676,0.77,0.02,2.38,0.58,3.76,1244.93,4717,0.38,0.02,3.1,0.47,3.97,1188.51,4668,0.98,0.05,1.43,1.68,4.14,1128.39,4721,0.66,0.03,2.38,1.11,4.19,1127.18
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_ec_acscs.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,3.43,0,3.32,0,0.91,0,7.78,0,5.4,2022,0.23,0.02,2.86,0.67,0.91,2211.35,0.47,83.21,5.86,20.59,0.0,20.94,0.0,4903,0.8,0.02,3.34,1.31,5.48,895.43,4926,0.38,0.09,2.86,1.04,4.38,1125.62,4903,0.74,0.02,2.38,1.21,4.35,1126.04,4926,0.36,0.09,3.34,0.99,4.78,1030.61,4902,0.74,0.02,2.38,1.18,4.33,1132.3,4926,0.36,0.07,2.86,0.94,4.22,1166.57,4905,0.82,0.03,2.62,2.34,5.82,843.26,4929,0.5,0.03,3.34,1.64,5.51,894.36
